preset_number,name,chord,chord_notes
83,Bossa Nova,G: Gm9,A5 F5 Bb4 G4
83,Bossa Nova,G#: C13b9,A5 E5 Db5 C4
83,Bossa Nova,A: F6,A5 D5 C5 F4
83,Bossa Nova,A#: BbM9,C6 A5 D5 Bb4
83,Bossa Nova,B: G13b9,E5 B4 Ab4 G3
84,Bossa Nova,C: CM7,E5 B4 G4 C4
84,Bossa Nova,C#: C#Dim,G5 E5 A#4 C#4
84,Bossa Nova,D: Dm11,G5 F5 C5 D4
84,Bossa Nova,D#: D#Dim,A5 F#5 C5 D#4
84,Bossa Nova,E: Em11,A5 G5 D5 E4
84,Bossa Nova,F: G/F,B5 G5 D5 F4
84,Bossa Nova,F#: F9#11,B5 G5 Eb5 F4
84,Bossa Nova,G: Gsus13,E5 C5 F4 G3
84,Bossa Nova,G#: Abdim7,E5 B4 F4 Ab3
84,Bossa Nova,A: FM7/A,E5 C5 F4 A3
84,Bossa Nova,A#: Bb13,G5 D5 Ab4 Bb3
84,Bossa Nova,B: Eb/B,G5 Eb5 Bb4 B3
85,Jazz,C: CM7#11,B4 F#4 E4 C3
85,Jazz,C#: DbM7#11,C5 G4 F4 Db3
85,Jazz,D: Dm9,E5 G4 F4 D3
85,Jazz,D#: EbM7#11,D5 A4 G4 Eb3
85,Jazz,E: Em9,F#5 A4 G4 E3
85,Jazz,F: FM7#11,E5 B4 A4 F3
85,Jazz,F#: F#m11,E5 B4 A4 F#3
85,Jazz,G: G6/9,A5 E5 B4 G3
85,Jazz,G#: AbM7#11,G5 D5 C5 Ab3
85,Jazz,A: Am9,B5 D5 C5 A3
85,Jazz,A#: BbM13,G5 D5 A4 Bb3
85,Jazz,B: Bm11b5,E5 A4 F4 B3
86,Jazz,C: CM9,B4 E4 D4 C3
86,Jazz,C#: Db9#11,Bb4 F4 B3 Db3
86,Jazz,D: Dm9,C5 F4 E4 D3
86,Jazz,D#: D13b9/Eb,B4 Gb4 C4 Eb3
86,Jazz,E: Em11,A4 G4 D4 E3
86,Jazz,F: FM13,A4 E4 D4 F3
86,Jazz,F#: E/F,B4 G#4 E4 F3
86,Jazz,G: FM7/G,E5 A4 F4 G3
86,Jazz,G#: Ab7#9#5,B5 E5 C5 Ab3
86,Jazz,A: Am9/11,B5 D5 C5 A3
86,Jazz,A#: BbM9,A5 D5 C5 Bb3
86,Jazz,B: Bdim7,G5 D5 Ab4 B3
87,Jazz,C: Cmaj7,E4 B3 G3 C3
87,Jazz,C#: Aadd9/C#,E4 B3 A3 C#3
87,Jazz,D: Dm6,F4 B3 A3 D3
87,Jazz,D#: B7/D#,F#4 B3 A3 D#3
87,Jazz,E: Em7,G4 D4 B3 E3
87,Jazz,F: Fmaj9,G4 E4 A3 F3
87,Jazz,F#: Dadd9/F#,A4 E4 D4 F#3
87,Jazz,G: Gm7/9,A4 F4 Bb3 G3
87,Jazz,G#: Abmaj9,Bb4 G4 C4 Ab3
87,Jazz,A: Cadd9/G,B4 E4 C4 G3
87,Jazz,A#: Eadd9/G#,B4 F#4 E4 G#3
87,Jazz,B: Asus7,D5 B4 G4 A3
88,Jazz,C: Fmaj7/9,C4 A3 G3 E3
88,Jazz,C#: Gm7/b5,Db4 Bb3 G3 F3
88,Jazz,D: Abmaj7/9,Eb4 C4 Bb3 G3
88,Jazz,D#: Bbm7/b5,E4 Db4 Bb3 Ab3
88,Jazz,E: Bmaj7/9,F#4 D#4 C#4 A#3
88,Jazz,F: C#m7/b5,G4 E4 C#4 B3
88,Jazz,F#: DM7/9,A4 F#4 E4 C#4
88,Jazz,G: Em7/b5,A#4 G4 E4 D4
88,Jazz,G#: CM7/9,B4 G4 E4 D4
88,Jazz,A: Dm7b5/9,C5 Ab4 F4 E4
88,Jazz,A#: GbM7/9,Db5 Bb4 Ab4 F4
88,Jazz,B: Abm7/b5,D5 B4 Ab4 Gb4
89,Jazz,C: Cadd9,G4 E4 D4 C4
89,Jazz,C#: C#dim7,A#4 G4 E4 C#4
89,Jazz,D: Gadd13/B,G4 E4 D4 B3
89,Jazz,D#: D#dim#5,B4 A4 F#4 D#4
89,Jazz,E: FM7/E,C5 A4 F4 E4
89,Jazz,F: G7sus2/F,D5 A4 G4 F4
89,Jazz,F#: D#dim7,C5 A4 F#4 D#4
89,Jazz,G: C6,A4 G4 E4 C4
89,Jazz,G#: Ddim7,B4 G#4 F4 D4
89,Jazz,A: Am/C,C5 A4 E4 C4
89,Jazz,A#: Dm7b5,C5 G#4 F4 D4
89,Jazz,B: G7/D,B4 G4 F4 D4
90,Jazz,C: Em7,D4 B3 G3 E3
90,Jazz,C#: Edim7,C#4 A#3 G3 E3
90,Jazz,D: FM7,E4 C4 A3 F3
90,Jazz,D#: F#dim7,D#4 C4 A3 F#3
90,Jazz,E: Em7,D4 B3 G3 E3
90,Jazz,F: C6/E,C4 A3 G3 E3
90,Jazz,F#: F#dim7,D#4 C4 A3 F#3
90,Jazz,G: FM7b5,E4 B3 A3 F3
90,Jazz,G#: Eb7/F,E4 B3 G#3 F3
90,Jazz,A: Gadd9,D4 B3 A3 G3
90,Jazz,A#: A#11/F,E4 D4 A#3 F3
90,Jazz,B: F#dim7,D#4 C4 A3 F#3
91,Jazz,C: Gm7,D4 A#3 F3 G2
91,Jazz,C#: G#M7,D#4 C4 G3 G#2
91,Jazz,D: Am7,E4 C4 G3 A2
91,Jazz,D#: A#M7,F4 D4 A3 A#2
91,Jazz,E: G/B,D4 G3 B2
91,Jazz,F: D#M7,D4 A#3 G3 D#3
91,Jazz,F#: A#/D,D4 A#3 G3 D#3
91,Jazz,G: D,D4 A3 F#3 D3
91,Jazz,G#: CM7sus2,D4 B3 G3 C3
91,Jazz,A: Em7,D4 B3 G3 E3
91,Jazz,A#: F6,D4 C4 A3 F3
91,Jazz,B: C6sus2b5,D4 A3 F#3 C3
92,Jazz,C: A#M7,A3 F3 D3 A#2
92,Jazz,C#: BM7,A#3 F#3 D#3 B2
92,Jazz,D: Cm7b5,A#3 F#3 D#3 C3
92,Jazz,D#: C#dim7,A#3 G3 E3 C#3
92,Jazz,E: Em7b5/D,A#3 G3 E3 D3
92,Jazz,F: Fm7/D#,C4 G#3 F3 D#3
92,Jazz,F#: Edim7,C#4 A#3 G3 E3
92,Jazz,G: F7/D#,C4 A3 F3 D#3
92,Jazz,G#: F#dim7,D#4 C4 A3 F#3
92,Jazz,A: Gm7/F,D4 A#3 G3 F3
92,Jazz,A#: G#M7/D#,C4 G#3 G3 D#3
92,Jazz,B: F7/D#,C4 A3 F3 D#3
93,Jazz,C: A#M7/A,F3 D3 A#2 A2
93,Jazz,C#: G#6,F3 D#3 C3 G#2
93,Jazz,D: Am7,G3 E3 C3 A2
93,Jazz,D#: A#M7,A3 F3 D3 A#2
93,Jazz,E: Gadd11/B,G3 D3 C3 B2
93,Jazz,F: FM7/C,A3 F3 E3 C3
93,Jazz,F#: A7/C,A3 G3 E3 C#3
93,Jazz,G: D7/C,A3 F#3 D3 C3
93,Jazz,G#: D#M7b5/D,A3 G3 D#3 D3
93,Jazz,A: Cadd9/D,C4 G3 E3 D3
93,Jazz,A#: Fadd9,C4 A3 G3 F3
93,Jazz,B: Cdim7,A3 F#3 D#3 C3
94,Jazz,C: CM7,B4 E4 G3 C3
94,Jazz,C#: DbM7,C5 F4 G#3 C#3
94,Jazz,D: Dm7,C5 F4 A3 D3
94,Jazz,D#: Ebm7add13,C5 F#4 C#4 D#3
94,Jazz,E: Em7/b13,C5 G4 D4 E3
94,Jazz,F: Fm7,C5 G#4 D#4 F3
94,Jazz,F#: F#m7/b5,C5 A4 E4 F#3
94,Jazz,G: G9sus,A4 F4 C4 G3
94,Jazz,G#: G#dim7,B4 F4 D4 G#3
94,Jazz,A: Am6,C5 F#4 E4 A3
94,Jazz,A#: F/Bb,A4 F4 C4 A#2
94,Jazz,B: Bdim7,G#4 D4 F3 B2
95,Classical,C: FM7/E,A4 F4 E4
95,Classical,C#: Bdim/D,B4 F4 D4
95,Classical,D: Am,C5 E4 A3
95,Classical,D#: G#dim7,D5 F4 B3 G#3
95,Classical,E: C/G,E5 E4 C4 G4
95,Classical,F: Amb9/C,A5 A#4 E4 C4
95,Classical,F#: Fadd9/C,G5 A4 F4 C4
95,Classical,G: Dm,F5 A4 F4 D3
95,Classical,G#: C/G,E5 G4 C4 G2
95,Classical,A: C/G,C5 E4 G3 G2
95,Classical,A#: Fadd9/G,A4 F4 C4 G2
95,Classical,B: Ddim/G,G#4 F4 D4 G2
96,Classical,C: Am,E4 C4 A3 A2
96,Classical,C#: Bm7/A,D4 B3 A3 A2
96,Classical,D: Fdim/B,F4 B3 G#3 B2
96,Classical,D#: C/E,E4 C4 G3 E3
96,Classical,E: A7/G,E4 C#4 A3 G3
96,Classical,F: Dm7,F4 C4 A3 D3
96,Classical,F#: D#aug,D#4 B3 G3 D#3
96,Classical,G: E,E4 B3 G#3 E3
96,Classical,G#: F,F4 C4 A3 F3
96,Classical,A: D/F#,D4 A3 F#3 F#2
96,Classical,A#: C/G,E4 C4 G3 G2
96,Classical,B: E/G#,E4 B3 G#3 G#2
97,Classical,C: F#/C#,F#4 A#3 F#3 C#3
97,Classical,C#: F#/A#,F#4 C#4 F#3 A#2
97,Classical,D: G#m7,F#4 B3 F#3 G#2
97,Classical,D#: A6,F#4 C#4 E3 A2
97,Classical,E: F#/C#,F#4 C#4 F#3 A#2
97,Classical,F: Bsus2,F#4 C#4 F#3 B2
97,Classical,F#: G#/C,G#4 D#4 G#3 C3
97,Classical,G: C#7,F4 B3 G#3 C#3
97,Classical,G#: A#7/D,F4 A#3 G#3 D3
97,Classical,A: F#6sus4/C#,D#4 B3 F#3 C#3
97,Classical,A#: C#m7,E4 B3 G#3 C#3
97,Classical,B: C#7,F4 B3 F3 C#3
98,Classical,C: Dm,D4 A3 F3 D2
98,Classical,C#: D#M7/D,D#4 A#3 G3 D2
98,Classical,D: E7/D,B3 G#3 E3 D2
98,Classical,D#: Dm7,C4 A3 F3 D2
98,Classical,E: D7,C4 A3 F#3 D2
98,Classical,F: Gm/D,D4 A#3 G3 D2
98,Classical,F#: G#/D,D#4 C4 G#3 D2
98,Classical,G: A/D,E4 C#4 A3 D2
98,Classical,G#: A#add9/D,F4 C4 A#3 D2
98,Classical,A: DM7(13),F#4 C#4 B3 D2
98,Classical,A#: Csus2/D,G4 D4 C4 D2
98,Classical,B: G#dim/D,G#4 D4 B3 D2
99,Modern,C: CM13,B3 A3 E3 C3
99,Modern,C#: AM9/C#,B3 A3 E3 C#3
99,Modern,D: Dm13,C4 B3 F3 D3
99,Modern,D#: EbM13,D4 C4 G3 D#3
99,Modern,E: CM9/E,D4 C4 G3 E3
99,Modern,F: FM13,E4 D4 A3 F3
99,Modern,F#: FmM13,E4 D4 G#3 F3
99,Modern,G: CM9 (no3)/G,B4 D4 C4 G3
99,Modern,G#: AbMb5/#9,B4 D4 C4 G#3
99,Modern,A: Am11,D4 G3 C3 A2
99,Modern,A#: BbM9,D4 A3 C3 A#2
99,Modern,B: G6/9,E4 A3 G3 B2
100,Modern,C: CM9,B4 E4 D4 C3
100,Modern,C#: Cm9,Bb4 Eb4 D4 C3
100,Modern,D: Dm9,C5 F4 E4 D3
100,Modern,D#: Dm6/9,B4 F4 E4 D3
100,Modern,E: CM9/E,B4 D4 C4 E3
100,Modern,F: Dm9/F,C5 E4 D4 F3
100,Modern,F#: D9/F#,C5 E4 D4 F#3
100,Modern,G: Gsus13,E5 A4 F4 G3
100,Modern,G#: G13b9,E5 Ab4 F4 G3
100,Modern,A: AbMaj13,E5 Bb4 G4 Ab3
100,Modern,A#: AbDimM7,G5 B4 F4 Ab3
100,Modern,B: BbM13,A5 D5 G4 Bb3
